Konten,Kelas
"! kategori: klarifikasi === sumber: media sosial instagram === narasi: humas pdam bandarmasih, m. nur wahid: “iya beberapa media sosial yang memposting pipa transfer diameter pe 800 mm bocor itu hoax, tidak benar dan sangat eresahkan semua pelanggan pdam,”. === penjelasan: sebuah narasi tersebar melalui pesan berantai whatsapp dengan menyebut perihal kebocoran pipa pe diameter 800 milik perusahaan daerah air minum (pdam) bandarmasih. pesan tersebut rupanya cukup meresahkan warga khusunya pelanggan pdam. melansir dari tribunnews.com, pihak tribun yang menkofirmasi melalui humas pdam bandarmasih, m. nur wahid mendapat fakta bahwa apa yang diinformasikan oleh pesan tersebut adalah tidak benar. “iya beberapa media sosial yang memposting pipa transfer diameter pe 800 mm bocor itu hoaks, tidak benar dan sangat meresahkan semua pelanggan pdam,” pungkas nur wahid.  wahid menuturkan bahwa postingan pipa transfer diameter pe 800 mm bocor tersebut tidak benar adanya. hal tersebut dapat terlihat dari tanggal postingan itu sendiri. wahid menyebut bahwa pelaku telah memposting ulang atau merepost hasil postingan pdam pada bulan september lalu. saat ini, lanjut wahid, pihaknya tengah melakukan penelusuran terkait dengan siapa yang pertama kali menggunggah informasi tersebut. dan apabila tidak terdapat kejelasan dari pelaku, maka pihak pdam bandarmasih akan membawa hal ini ke jalur hokum. “malam ini saya didatangi kepala badan penanggulangan bencana daerah (bpbd) karena postingan ini sudah tersebar di semua media sosial,” tutup wahid. klarifikasi juga disampaikan oleh pdam melalui media sosial instagram mereka @pdambjm. berikut isi dari klarifikasi tersebut: sehubungan dengan banyak beredarnya berita melalui watshapp perihal kebocoran pipa pe dimater 800 mm,yang berlokasi di ipa 2 pramuka pada tanggal 8-10 september bahwa berita tersebut hoax. jadi kepada seluruh pelanggan pdam bandarmasih tidak perlu khawatir dengan berita tersebut karena berita tersebut tidak benar adanya, perlu kami sampaikan segala sesuatu berhubungan dengan pdam bandarmasih jangan mudah percaya dengan berita yang tidak keluar dari medsos pdam bandarmasih,terkecuali keluar / post dari medsos pdam bandarmasih berupa ig,fb,dan twiter yang bisa dipertanggung jawabkan kebenarannya. demikian yang bisa kami sampaikan,atas perhatian dan kerjasamanya diucapkan terimakasih. humas pdam bandarmasih. === ",FAKTA
": beredar meme di media sosial dan pesan berantai whatsapp yang mengatakan gubernur dki jakarta 2014 – 2017, basuki tjahja purnama (ahok) yang kini menjadi politisi partai demokrasi indonesia perjuangan (pdip) dan ketua komisi pemberantasan korupsi (kpk) 2007 – 2009, antasari azhar telah terpilih menjadi dewan pengawas kpk. berikut narasi lengkapnya: “selamat dan sukses kami ucapkan atas terpilihnya basuki tjahaja purnama dan antasari azhar sebagai dewan pengawas kpk. musnahkan kelompok taliban di tubuh kpk agar tidak dijadikan untuk kepentingan politik”. isu ahok dan antasari terpilih menjadi dewan pengawas kpk pun ditanggapi oleh peneliti indonesia corruption watch (icw), kurnia ramadhana. ia menilai konten seperti ini adalah informasi palsu atau hoaks. “banyak sekali hoaks yang beredar ya, di media sosial. padahal uu kpk yang baru (hasil revisi) kan belum disahkan, dan belum bisa diterapkan,” kata kurnia saat ditemui di kantor yayasan lembaga bantuan hukum indonesia, jakarta, minggu (6/10/2019). kurnia menjelaskan ketentuan dewan pengawas kpk memang baru dicantumkan setelah dpr dan pemerintah melakukan revisi terhadap undang-undang nomor 30 tahun 2002 tentang kpk. pengesahan baru dilakukan dalam rapat paripurna dpr pada 17 september 2019. saat ini, uu kpk hasil revisi baru saja dikembalikan istana kepresidenan ke dpr karena ada salah ketik. dengan demikian, informasi bahwa ahok dan antasari telah dipilih sebagai dewan pengawas kpk jelas hoaks.  “maka dari itu harusnya tidak ada berita-berita yang mengatakan tentang adanya anggota dewan pengawas yang baru atau yang sudah dipilih,” ujar kurnia.  kurnia juga mempertanyakan muatan konten tersebut bahwa ada kelompok taliban di kpk. selama ini, taliban dikenal sebagai kelompok berkuasa di afghanistan yang memperlakukan ajaran radikal. “pihak yang menuding isu taliban dan lain-lain itu harusnya yang bersangkutan bisa menjelaskan taliban seperti apa? buktinya apa? tudingan itu apakah ada pembuktian yang dilakukan?” kata kurnia. ia menilai, isu-isu semacam itu dihembuskan pihak tertentu yang tidak suka dengan perkembangan kinerja kpk dalam pemberantasan korupsi.  kurnia juga memandang, isu itu tidak sehat karena menggeser perdebatan dari persoalan penyelamatan kpk yang lebih penting ke persoalan yang tidak substansial.  “ini kan tidak baik ya untuk pencerdasan masyarakat. kami berharap masyarakat selalu cek beberapa pemberitaan terkait tudingan kepada kpk. banyak sekali media kredibel yang dijadikan rujukan untuk menilai apakah informasi narasi itu benar atau salah,” kata dia.  “jangan sampai terjebak pada narasi pihak tertentu yang memang tidak senang dengan kpk yang mengeluarkan pendapat yang tidak ada obyektivitasnya, hanya pendapat yang subyektif sehingga masyarakat justru dikaburkan pandangannya,” ujar kurnia.  ia meminta masyarakat tak terlibat dalam perdebatan isu yang tidak substansial dan validasinya diragukan. ===== ",FAKTA
 “taman moroseneng sememi surabàya” ====== ,HOAX
" (1) http://bit.ly/2rhtadc / http://bit.ly/2mxvn7s, first draft news: “konten yang salah ketika konten yang asli dipadankan dengan konteks informasi yang salah”. * sumber membagikan video dokumentasi dubai miracle garden. * sumber menambahkan narasi yang tidak sesuai dengan fakta sehingga membangun premis pelintiran, miracle garden yang bertempat di dubai disebut di surabaya. (2) beberapa informasi terkait dubai miracle garden: * dubai miracle garden: “every year from mid-november to mid-may, a 72,000 sqm space full of scents and colours comes to life. this incredible experience is one of cityland’s signature creations – dubai miracle garden. it was launched on valentine’s day, 2013, and is set in the heart of dubailand. …” selengkapnya di http://bit.ly/2ouchhi / http://archive.fo/qodgc (arsip cadangan). – * youtube: “dubai’s miracle garden – world’s largest flower garden 2,888 views • may 18, 2018 earth titan (akun terverifikasi) 120k subscribers dubai miracle garden did you know a place on earth that has no business growing flowers is home to the world’s largest flower garden. on this episode we unveil dubai’s miracle garden. located in the district of dubailand in dubai, united arab emirates is a fantastical place like many of the other attractions of dubai. just like the ski hill, world’s islands and other attractions in dubai the miracle garden is one that wouldn’t naturally exist and is made possible by a strategic buildout and lots of water. …” selengkapnya di http://bit.ly/2iqugwe. (3) beberapa artikel terkait taman moroseneng: * kumparan – basra (berita anak surabaya): “wajah baru moroseneng, bekas lokalisasi kini pusat budidaya anggrek …” selengkapnya di http://bit.ly/2vhna8y / http://archive.fo/1di1e (arsip cadangan). – * liputan6(dot)com: “… taman anggrek dahulunya merupakan eks lokalisasi sememi, moroseneng atau eks-wisma new barbara yang sekarang beralih fungsi menjadi wisata edukasi taman anggrek dan rumah jamur. di sini, pengunjung dapat menikmati pemandangan hamparan aneka bunga anggrek yang indah. …” selengkapnya di http://bit.ly/2oah6bc / http://archive.fo/os0kq (arsip cadangan). ====== ",FAKTA
" tersebut yakni dinas kesehatan dki akhirnya angkat bicara. dijelaskan bahwa narasi yang terdapat dalam pesan tersebut adalah tidak benar alias hoaks. selengkapnya terdapat di : dki jakarta, jabar. ada 600 yang kena. rs penuh dg kondisi anak2 difteri. 38 sdh meninggal. jadi memang kejadian luarbiasa. dinkes dki jakarta mengadakan imunisasi masal sd 11 des. usia 1 sd 19 tahun hati2 jgn jajan yg pk cabe bubuk, jgn jajan pk cabe kering seperti cabe di tahu bulat, otak2, dsb. pokoknya jgn pake cabe bumbu kering. karena penuh penyakit dr kencing tikus, kasusnya byk yg meninggal karena penyakit difteri… *perhatian* utk kita2 yg keluarga atau putra putrinya suka mengkonsumsi jajanan dg menggunakan bumbu tabur (terutama yg mengandung cabe kering) spt… cilok, tahu crispy, singkong goreng atau yg lain, monggo dievaluasi kembali. knp? di pabrik cabe tabur, tampak bahan cabe kering ditimbun di gudang tak peduli dijadikan sarang tikus. tentu saja kencing tikus akan tercecer disana dan membahayakan. mari kita jaga keluarga kita. *gejala difteri* difteri umumnya memiliki masa inkubasi atau rentang waktu sejak bakteri masuk ke tubuh sampai gejala muncul 2 hingga 5 hari. gejala-gejala dari penyakit ini meliputi: • terbentuknya lapisan tipis berwarna abu-abu yang menutupi tenggorokan dan amandel. • demam dan menggigil. • sakit tenggorokan dan suara serak. • sulit bernapas atau napas yang cepat. • pembengkakan kelenjar limfe pada leher. • lemas dan lelah. • pilek. awalnya cair, tapi lama-kelamaan menjadi kental dan terkadang bercampur darah. dihimbau utk hati2 saat ini difteri sudah dinyatakan sebagai kejadian luar biasa (klb), jadi kalau tidak terpaksa betul, jangan jajan diluar ya. tolong disampaikan pada semua keluarga dekat. penularan melalui droplet spt dari ludah , batuk, dll kaya penularan tbc. jadi hindari tempat2 keramaian seperti tempat2 rekreasi dll ini khusus warga jakarta, jawa barat dan sekitarnya. info : dinkes dki jakarta. === ",HOAX
" kepada masyarakat, pihak terkait yang namanya turut dicantumkan dalam narasi tersebut yakni dinas kesehatan dki akhirnya angkat bicara. dijelaskan bahwa narasi yang terdapat dalam pesan tersebut adalah tidak benar alias hoaks. selengkapnya terdapat di penjelasan! kategori: fabricated content === sumber: pesan berantai whatsapp === narasi: dki jakarta, jabar. ada 600 yang kena. rs penuh dg kondisi anak2 difteri. 38 sdh meninggal. jadi memang kejadian luarbiasa. dinkes dki jakarta mengadakan imunisasi masal sd 11 des. usia 1 sd 19 tahun hati2 jgn jajan yg pk cabe bubuk, jgn jajan pk cabe kering seperti cabe di tahu bulat, otak2, dsb. pokoknya jgn pake cabe bumbu kering. karena penuh penyakit dr kencing tikus, kasusnya byk yg meninggal karena penyakit difteri… *perhatian* utk kita2 yg keluarga atau putra putrinya suka mengkonsumsi jajanan dg menggunakan bumbu tabur (terutama yg mengandung cabe kering) spt… cilok, tahu crispy, singkong goreng atau yg lain, monggo dievaluasi kembali. knp? di pabrik cabe tabur, tampak bahan cabe kering ditimbun di gudang tak peduli dijadikan sarang tikus. tentu saja kencing tikus akan tercecer disana dan membahayakan. mari kita jaga keluarga kita. *gejala difteri* difteri umumnya memiliki masa inkubasi atau rentang waktu sejak bakteri masuk ke tubuh sampai gejala muncul 2 hingga 5 hari. gejala-gejala dari penyakit ini meliputi: • terbentuknya lapisan tipis berwarna abu-abu yang menutupi tenggorokan dan amandel. • demam dan menggigil. • sakit tenggorokan dan suara serak. • sulit bernapas atau napas yang cepat. • pembengkakan kelenjar limfe pada leher. • lemas dan lelah. • pilek. awalnya cair, tapi lama-kelamaan menjadi kental dan terkadang bercampur darah. dihimbau utk hati2 saat ini difteri sudah dinyatakan sebagai kejadian luar biasa (klb), jadi kalau tidak terpaksa betul, jangan jajan diluar ya. tolong disampaikan pada semua keluarga dekat. penularan melalui droplet spt dari ludah , batuk, dll kaya penularan tbc. jadi hindari tempat2 keramaian seperti tempat2 rekreasi dll ini khusus warga jakarta, jawa barat dan sekitarnya. info : dinkes dki jakarta. === penjelasan: masyarakat dibuat heboh dengan beredarnya informasi melalui pesan berantai whatsapp mengenai kejadian luar biasa yakni 600 orang terjangkit penyakit difteri. dalam pesan yang beredar, disebutkan bahwa dari 600 orang yang terjangkit difteri, 38 diantaranya meninggal dunia. si pembuat narasi juga menyebut, akibat dari kejadian tersebut dinkes dki akan melakukan imunisasi masal pada 11 desember mendatang dengan usia 1 hingga 19 tahun. menanggapi informasi tersebut, dinkes dki dengan cepat buka suara. melalui media sosial instagram resmi milik dinkes dki @dinkesdki, ditegaskan bahwa informasi tersebut tidak benar alias hoaks. berikut pernyataan yang diterbitkan oleh dinkes dki: informasi hoaks . jika bapak/ibu menerima informasi seperti di atas, kami pastikan informasi tersebut hoaks dan tidak berasal dari dinas kesehatan provinsi dki jakarta. === ",FAKTA
": inilah potongan kanker setelah dikeluarkan dari tubuh pasien. ternyata kanker itu makhluk hidup, didekatkan bawang putih dia menjauh, tapi dikasih emas dia malah mendekat. pantas kalo di dalam tubuh dia beranak dan memakan darah dan daging…mari kita jaga kesehatan, itulah sebabnya mengapa rosululloh saw melarang kaum pria memakai emas,  karena partikel emas itu akan mengendap dalam darah, sedangkan bagi kaum wanita itu akan keluar bersama darah kotor ketika haid. subhanalloh…,14 abad silam ternyata sudah diajarkan oleh rosululloh, baru sekarang ter ungkap rahasianya. semoga bermanfaat. salaaam… =====  ",HOAX
": beredar video yang memperlihatkan gumpalan berwarna hitam yang menjauh ketika didekati oleh bawang putih namun mendekati cincin. dalam narasinya disebutkan bahwa gumpalan tersebut sel kanker. berdasarkan hasil penelusuran, diketahui bahwa video itu merupakan isu hoaks lama bersemi kembali (hlbk). sebab, isu tersebut sudah pernah dilakukan pemeriksaan fakta pada tahun 2017. dari hasil pemeriksaan fakta dahulu, sejumlah dokter ahli penyakit dalam sudah membantah bahwa gumpalan hitam tersebut ialah sel kanker. dr fielda djuita sprad(k) onk rad, menyebut hal tersebut sebagai hal yang tidak masuk akal. pasalnya setiap kanker memiliki sifatnya tersendiri sehingga obat antara satu kanker dengan kanker yang lain tidak bisa sama. “misalnya kanker untuk payudara dengan prostat, itu saja sudah berbeda (obatnya),” jelasnya. dr fielda juga mempertanyakan mengenai benda yang disebut-sebut sebagai potongan kanker dalam video tersebut. “itu jaringan apa kan kita enggak tahu, perlu diuji lebih lanjut. tapi saya rasa tidak masuk akal, satu jenis kanker dengan kanker lainnya sudah beda-beda sifatnya. kalau gitu, taruh saja bawang putih banyak-banyak di badan kita,” pungkasnya. senada dengan itu, dr sonar soni panegoro, spb(k) onk dari rs kanker dharmais juga memberikan pernyataan bahwa video tersebut adalah hoaks. sebab, sel apa saja yang keluar dari tubuh akan mati kecuali dikultur atau dibiakkan dalam media tertentu. “dan kalau pun tumbuh akan terlihat 2-3 hari, jadi lambat sekali pergerakannya. sehingga tidak mungkin bisa bergerak seperti itu. kemudian sel kanker hidup itu warnanya putih kelabu kadang merah. yang kehitaman kanker kulit melanoma,” paparnya. selain bantahan dari dokter tersebut, redaksi detik.com sudah pernah melakukan eksperimen terkait gumpalan hitam tersebut. dari hasil eksperimen tersebut, ternyata gumpalan itu merupakan slime yang diberi warna hitam dan dimasukkan ferro atau besi ke dalamnya. berdasarkan hal tersebut, maka video yang tersebar melalui whatsapp tersebut merupakan hlbk dengan kategori fabricated content atau konten palsu.  =====  ",FAKTA
") salah satu sumber : https://perma.cc/3ecc-v5nk (arsip) – akun video kekinian (facebook.com/videohiburankekinian) – sudah dibagikan 9.802 kali saat tangkapan layar. ============================================= penjelasan kompas.com mengonfirmasi informasi ini kepada pt djarum, pt hm sampoerna tbk, dan kementerian keuangan (kemenkeu). sejumlah produk pt djarum dan pt hm sampoerna masuk dalam daftar informasi viral itu.  1. pt djarum pt djarum menyatakan, informasi yang tertera pada pesan viral itu tidak benar.  “info yang viral tersebut tidak benar,” kata senior manager corporate communications pt djarum, budi darmawan, saat dihubungi kompas.com, jumat (4/10/2019). budi mengatakan, harga rokok yang beredar di pasaran belum mengalami kenaikan.  “saat ini harganya masih sama dengan yang ada di pasar,” ujar dia. namun, dengan adanya kenaikan cukai rokok, budi tak mengingkari akan ada perubahan harga rokok.  “tahun ini masih sama. tahun depan karena cukai naik, pasti akan berubah,” kata budi.  2. pt hm sampoerna tbk secara terpisah, direksi pt hm sampoerna tbk troy modlin juga mengatakan, informasi dalam pesan viral itu tidak benar.  “daftar harga rokok yang beredar melalui pesan singkat terkait produk-produk kami adalah informasi tidak benar yang disebarkan oleh pihak-pihak yang tidak bertanggung jawab,” kata troy melalui keterangan tertulis yang diterima kompas.com, jumat (4/10/2019).  dia mengatakan, meskipun cukai rokok mengalami kenaikan pada 2020, pihaknya belum menentukan harga jual eceran rokok pada tahun depan.  “kami masih menunggu rincian kebijakan cukai secara resmi dikeluarkan. saat ini, kami sedang berupaya menentukan bagaimana mengelola dampak dari kenaikan tersebut pada tahun depan,” ujar troy.  troy menilai, kebijakan mengenai cukai ini akan lebih baik jika menetapkan golongan cukai perusahaan berdasarkan jumlah total volume rokok buatan mesin. hal tersebut, menurut dia, akan membuat perusahaan-perusahaan besar membayar besaran tarif cukai yang semestinya, yakni tarif cukai tinggi untuk rokok buatan mesin.  “(selain itu) pemerintah dapat mendukung komunitas sigaret kretek tangan (skt) dengan cara meminimalisasi kenaikan cukai skt dan tetap mempertahankan struktur cukai segmen skt saat ini,” papar troy.  menurut dia, jika kedua hal tersebut diterapkan, pemerintah dapat membantu industri untuk meringankan dampak kenaikan cukai tahun 2020 khususnya segmen skt dan mendukung mata pencaharian pihak yang terlibat dalam industri tembakau.  3. kementerian keuangan dihubungi secara terpisah, kepala biro komunikasi dan layanan informasi kemenkeu nufransa wira sakti menegaskan, peraturan mengenai harga rokok ini belum dikeluarkan.  “kami belum mengeluarkan peraturannya. (pesan yang beredar) bukan info dari kami,” kata nufransa ketika dikonfirmasi, jumat (4/10/2019) siang.  nufransa menjelaskan, dalam hal ini, kemenkeu berperan menentukan margin harga jual rokok di pasaran.  “kemenkeu menentukan tarif cukai hasil tembakau. kemenkeu melalui pmk menentukan hje (harga jual ecer) minimal dan maksimal,” ujarnya.  seperti diketahui, pemerintah telah memutuskan menaikkan tarif cukai rokok sebesar 23 persen dan berlaku mulai 1 januari 2020. tiga alasan pemerintah menaikkan cukai rokok ini, yakni tidak ada kenaikan sejak tahun lalu, alasan objektif menaikkan cukai (menurunkan konsumsi karena alasan kesehatan), dan urusan penerimaan negara.  dengan menaikkan tarif cukai, pemerintah menyakini penerimaan negara akan naik dan dapat digunakan sebagai pembiayaan anggaran di apbn 2020. adapun rincian harga rokok yang diklaim dari ketetapan pemerintah dan beredar di grup-grup aplikasi pesan singkat whatsapp sebagai berikut: 1. marlboro merah rp 51.8002. marlboro light rp 48.5003. marlboro menthol rp 48.8004. marlboro black menthol rp 51.2005. marlboro ice blast rp 52.5006. dunhill merah rp.50 8007. dunhill mild rp 48.2008. dunhill menthol rp 50.2009. lucky strike filter rp 43.80010. lucky strike light rp 42.80011. country merah rp 42.80012. country light rp 42 20013. pall mall filter rp 42.50014. pall mall light rp 43.80015. pall mall light menthol rp 43.80016. djarum super 16 rp 39.50017. djarum mld rp.40 50018. djarum black rp.38 80019. djarum black menthol rp 39.20020. djarum 76 rp 32.80021. djarum clavo filter rp 36.20022. djarum clavo kretek rp 34.80023. la light rp 38.80024. la menthol rp 39.50025. la light ice rp 40.80026. la bold rp 40.20027. gudang garam filter rp 40.50028. gudang garam signature rp 42.20029. gudang garam signature mild rp 40.80030. gg mild rp 40.50031. gudang garam surya 16 rp 42.40032. gudang garam surya exclusive rp 44.80033. gudang garam international rp 40.20034. surya pro mild rp 38.80035. sampoerna mild rp 48.80036. sampoerna menthol rp 47.50037. u mild rp 35.80038. class mild rp 42.50039. star mild rp 40.80040. star mild menthol rp 42.50041. dji sam soe magnum filter rp 45.50042. dji sam soe magnum blue rp 45.200. ",FAKTA
": rangkap jabatan menteri dan anggota dpr, puan: khan gajinya dobel petroksi,- 1 oktober 2019, semua anggota dpr ri 2019-2024 dilantik. termasuk di antaranya ibu puan maharani yang saat ini juga masih menjabat sebagai menko pmk. tapi kok surat pengunduran diri bu puan sebagai menteri belum keluar ya? surat pengunduran diri yasonna laoly dari jabatan menteri hukum dan hak asasi manusia (menkum ham) resmi berlaku pada 1 oktober 2019. tanggal yang sama saat pelantikan anggota dpr ri periode 2019-2024. hal ini karena yasonna terpilih menjadi anggota dpr ri dari dapil sumatera utara. yasonna menambah daftar menteri yang mengundurkan diri dalam kabinet jokowi. sebelum yasonna, ada nama imam nahrawi dan idrus marham. kedua nama terakhir ini mundur karena tersandung kasus korupsi. satu nama lagi, asman abnur, yang mundur karena partainya (pan) mendukung pasangan prabowo-sandi pada pilpres 2019. selain itu, masih ada nama khofifah indar parawansa yang mundur dari menteri sosial karena mencalonkan diri menjadi calon gubernur jawa timur 2018-2023 dan pada akhirnya terpilih menjadi gubernur jatim. di antara nama-nama tersebut, publik menanti nama puan maharani dalam daftar menteri yang mengundurkan diri dalam kabinet presiden jokowi. hal ini terkait dengan terpilihnya puan maharani sebagai anggota dpr 2019-2024 dari dapil jawa tengah v. jika posisi puan disamakan dengan yasonna yang sama-sama menteri, seharusnya surat pengunduran diri puan sudah bisa diketahui publik karena per hari ini (1/10) seluruh anggota dpr terpilih bakal dilantik. masalahnya, puan belum juga berniat mundur dan masih akan menyelesaikan pekerjaannya sebagai menteri. paling tidak, puan diketahui masih mendampingi wakil presiden jusuf kalla di sidang majelis umum pbb dan kunjungan ke beberapa negara. pelantikan presiden jokowi di periode kepresidenan kedua rencananya akan berlangsung 20 oktober 2019. jika mengacu pada pelantikan presiden pada 2014, pengumuman kabinet dan jajaran menteri akan berlangsung seminggu setelahnya (5-6 hari setelah pelantikan presiden-wakil presiden). jika mengacu sejak pelantikan dan tidak ada surat pengunduran diri dari jabatan menteri, artinya puan berpotensi merangkap jabatan selama 20 hari lebih. kalaupun ada surat pengunduran diri, belum ada pengumuman resmi dari kementerian koordinator bidang pembangunan manusia dan kebudayaan. padahal seharusnya tidak boleh seorang pejabat eksekutif (menteri) yang sekaligus menjadi pejabat legislatif (anggota dpr). mau satu atau dua hari, tentu hal ini merupakan tindakan tidak elok karena menyalahi logika trias politica. tambah lagi, citra dpr ri saat ini sedang buruk-buruknya..selanjutnya =====  ",HOAX
